Name,Power,Accuracy,Damage Class,Description,Effect
Empujón,15.0,100.0,physical,"Empujones directos que golpean de dos a cinco
veces seguidas.","Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use."
Camuflaje,,,status,"Modifica el tipo del Pokémon según el terreno de
combate donde esté.","User's type changes according to the terrain.

Terrain        | New type
-------------- | --------------
Building       | normal
Cave           | rock
Desert         | ground
Grass          | grass
Mountain       | rock
Ocean          | water
Pond           | water
Road           | ground
Snow           | ice
Tall grass     | grass

In Pokémon Battle Revolution:

Terrain        | New type
-------------- | --------------
Courtyard      | normal
Crystal        | rock
Gateway        | water
Magma          | rock
Main Street    | normal
Neon           | normal
Stargazer      | rock
Sunny Park     | grass
Sunset         | ground
Waterfall      | grass
"
Ráfaga,,,status,"Se concentra en una ráfaga de luz que sube
muchísimo el Ataque Especial.",Raises the user's Special Attack by three stages.
Resplandor,95.0,100.0,special,"Fogonazo de luz que puede bajar la Defensa
Especial del objetivo.",Inflicts regular damage.  Has a 50% chance to lower the target's Special Defense by one stage.
Bola Neblina,95.0,100.0,special,"Banco de niebla que puede bajar el Ataque
Especial del objetivo.",Inflicts regular damage.  Has a 50% chance to lower the target's Special Attack by one stage.
Danza Pluma,,100.0,status,"Envuelve al objetivo con un manto de plumas para
reducir mucho su Ataque.",Lowers the target's Attack by two stages.
Danza Caos,,100.0,status,"Danza histérica que confunde a los Pokémon que
están alrededor del usuario.",Confuses all targets.
Patada Ígnea,85.0,90.0,physical,"Patada que suele ser un golpe crítico y puede
causar quemaduras.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to burn the target.
Chapoteo Lodo,,,status,"El usuario esparce lodo a su alrededor, lo que
debilita los movimientos de tipo Eléctrico durante
cinco turnos.","electric moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends."
Bola Hielo,30.0,90.0,physical,"El atacante rueda contra el objetivo durante cinco
turnos, cada vez con mayor fuerza.","Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x, and resets to normal after the lock-in ends.  If this move misses or becomes unusable, the lock-in ends.

If the user has used defense curl since entering the field, this move has double power."
Brazo Pincho,60.0,100.0,physical,"Pega con brazos de pinchos y puede hacer
retroceder al objetivo.",Inflicts regular damage.  Has a 30% chance to make the target flinch.
Relajo,,,status,"El usuario se relaja y restaura la mitad de sus PS
máximos.",Heals the user for half its max HP.
Vozarrón,90.0,100.0,special,Grito desgarrador que inflige daño al objetivo.,Inflicts regular damage.
Colmillo Veneno,50.0,100.0,physical,"Colmillos tóxicos que pueden envenenar
gravemente al objetivo.",Inflicts regular damage.  Has a 50% chance to badly poison the target.
Garra Brutal,75.0,95.0,physical,"Hace trizas al objetivo con garras afiladas y puede
bajar su Defensa.",Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.
Anillo Ígneo,150.0,90.0,special,"Explosión de fuego. El atacante debe descansar el
siguiente turno.","Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn."
Hidrocañón,150.0,90.0,special,"Disparo de agua. El atacante debe descansar el
siguiente turno.","Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn."
Puño Meteoro,90.0,90.0,physical,"Puñetazo que impacta como un meteorito y puede
subir el Ataque del agresor.",Inflicts regular damage. Has a 20% chance to raise the user's Attack one stage.
Impresionar,30.0,100.0,physical,"Impresiona tanto que puede hacer retroceder al
objetivo.",Inflicts regular damage.  Has a 30% chance to make the target flinch.
Meteorobola,50.0,100.0,special,"El tipo y fuerza del ataque varían según el tiempo
que haga.","Inflicts regular damage.  If a weather move is active, this move has double power, and its type becomes the type of the weather move.  shadow sky is typeless for the purposes of this move."
Aromaterapia,,,status,"Cura todos los problemas de estado del equipo
con un suave aroma.",Removes major status effects and confusion from every Pokémon in the user's party.
Llanto Falso,,100.0,status,"Lágrimas de cocodrilo que bajan mucho la
Defensa Especial del objetivo.",Lowers the target's Special Defense by two stages.
Aire Afilado,60.0,95.0,special,"Viento cortante que azota. Suele ser un golpe
crítico.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
Sofoco,130.0,90.0,special,"Ataque en toda regla que baja mucho el Ataque
Especial de quien lo usa.","Inflicts regular damage, then lowers the user's Special Attack by two stages."
Rastreo,,,status,"Permite atacar con cualquier movimiento a
objetivos de tipo Fantasma y golpear a Pokémon
evasivos.",Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.
Tumba Rocas,60.0,95.0,physical,"Tira rocas que detienen al objetivo y bajan su
Velocidad.",Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.
Viento Plata,60.0,100.0,special,"Fuerte viento con polvo de escamas. Puede subir
todas las características de quien lo usa.",Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.
Eco Metálico,,85.0,status,"Horrible chirrido metálico que baja mucho la
Defensa Especial del objetivo.",Lowers the target's Special Defense by two stages.
Silbato,,55.0,status,Agradable melodía que adormece al objetivo.,Puts the target to sleep.
Cosquillas,,100.0,status,"Hace reír al objetivo para bajar su Ataque y
Defensa.",Lowers the target's Attack and Defense by one stage.
Masa Cósmica,,,status,"Sube la Defensa y la Defensa Especial propias con
energía mística.",Raises the user's Defense and Special Defense by one stage.
Salpicar,150.0,100.0,special,"Chorro de agua. Cuantos menos PS tenga el
usuario, menos dañino será.","Inflicts regular damage.  Power increases with the user's remaining HP and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP."
Doble Rayo,75.0,100.0,special,"Ataca con un rayo de luz siniestro. Puede
confundir al objetivo.",Inflicts regular damage.  Has a 10% chance to confuse the target.
Puño Sombra,60.0,,physical,Puñetazo ineludible procedente de las sombras.,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
Paranormal,80.0,100.0,special,"Energía muy extraña que puede hacer retroceder
al objetivo.",Inflicts regular damage.  Has a 10% chance to make the target flinch.
Gancho Alto,85.0,90.0,physical,Gancho ascendente de gran ímpetu.,"Inflicts regular damage.

This move can hit Pokémon under the effect of bounce, fly, or sky drop."
Bucle Arena,35.0,85.0,physical,"Enreda al objetivo en un remolino de arena de
cuatro a cinco turnos.","Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect."
Frío Polar,,30.0,special,"Ataque de frío polar que debilita al objetivo si le
alcanza.","Inflicts damage equal to the target's max HP.  Ignores accuracy and evasion modifiers.  This move's accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.

Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.

The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect."
